user_id,rec_i
1809,"[8090536, 916993, 1055504, 854405, 12810393]"
1810,"[1108094, 1098284, 878715, 906844, 1082990]"
1811,"[1135258, 1038663, 5587656, 999779, 1112238]"
1812,"[1025611, 892573, 1127758, 947201, 1024306]"
1814,"[1028891, 865705, 5587656, 5590613, 12302069]"
1815,"[971922, 940947, 1112238, 832678, 907631]"
1816,"[1070820, 8090532, 892573, 1043787, 1027168]"
1817,"[1005274, 925862, 960732, 872137, 933067]"
1818,"[946839, 1127758, 832678, 865456, 1002850]"
1819,"[6602697, 12946027, 995965, 6034857, 1000237]"
1820,"[880427, 6548453, 908318, 872137, 1055504]"
1821,"[983584, 1082212, 8090521, 1038985, 1122358]"
1823,"[865174, 1070820, 6602697, 883003, 1087102]"
1824,"[8177622, 983584, 1043787, 5569471, 7168026]"
1826,"[933835, 944534, 1029743, 892573, 986912]"
1827,"[12988031, 907631, 940947, 1002771, 1043494]"
1829,"[1042942, 940947, 1005274, 1098844, 8090537]"
1831,"[909268, 1101706, 892314, 1051323, 1098248]"
1832,"[1137775, 1022097, 1112238, 921504, 951412]"
1833,"[874972, 8090521, 838186, 1137346, 825749]"
1834,"[1040807, 944139, 1021116, 9296919, 1083446]"
1835,"[1044259, 1024306, 945662, 998444, 1046587]"
1837,"[957736, 8090537, 965842, 8090521, 909714]"
1839,"[12301100, 1082212, 1046587, 926905, 1106523]"
1841,"[872137, 921504, 1062002, 999858, 856942]"
1842,"[993638, 986912, 965267, 883003, 857503]"
1843,"[1038985, 849202, 9707240, 1065538, 5570383]"
1845,"[1126899, 823775, 9881593, 976199, 1132771]"
1846,"[5569471, 5569845, 5569327, 957063, 1018740]"
1847,"[866355, 1070820, 871756, 830503, 5569845]"
1848,"[892573, 1135834, 986912, 1043787, 910473]"
1849,"[946995, 1056509, 6534077, 1089954, 865456]"
1850,"[1062128, 880427, 872137, 1112238, 909714]"
1851,"[5569374, 1101010, 7441210, 940947, 832678]"
1852,"[841365, 1062128, 1013928, 948670, 880427]"
1854,"[1055504, 957736, 1062002, 919423, 1046756]"
1856,"[946839, 1070820, 1050851, 986912, 948670]"
1857,"[1031316, 5590613, 926905, 1037840, 5563693]"
1858,"[1115175, 1026118, 1062002, 1000237, 999104]"
1859,"[1082990, 1000237, 934399, 10344585, 1005274]"
1861,"[1083787, 999779, 5568378, 1038663, 1131344]"
1862,"[6533936, 8090532, 12731436, 8090537, 8090521]"
1864,"[965842, 901776, 1024306, 5563693, 909714]"
1865,"[1055425, 1070820, 5578547, 833724, 986912]"
1866,"[930118, 965267, 1029743, 1106523, 5569230]"
1867,"[849202, 5569471, 5569845, 904997, 6533362]"
1868,"[8090537, 1025611, 846823, 1038663, 6534480]"
1869,"[1126899, 839656, 940947, 1044759, 1050851]"
1870,"[1070820, 1043787, 919534, 912704, 866211]"
1871,"[1026118, 1055425, 944836, 854754, 966684]"
1872,"[1102416, 1108094, 1002771, 1055504, 906844]"
1873,"[1037840, 1016800, 926905, 949023, 982469]"
1874,"[1016800, 917033, 1132771, 1121393, 1028891]"
1875,"[6534077, 1101010, 852856, 819978, 9935616]"
1877,"[1013928, 12648296, 1122358, 8090440, 5570383]"
1879,"[1132771, 885290, 1135834, 1040807, 1082185]"
1880,"[1028891, 9707240, 1038663, 1037840, 8090539]"
1881,"[901062, 1070845, 1137775, 913210, 948086]"
1883,"[1035676, 1085983, 8090521, 931255, 933835]"
1884,"[7441210, 883932, 1093413, 856252, 846823]"
1885,"[9835509, 957951, 6534035, 1029743, 1106523]"
1886,"[949023, 1065538, 882604, 838186, 999270]"
1887,"[872137, 1062128, 1126899, 1136719, 957232]"
1889,"[6391381, 944836, 859154, 12731436, 1055425]"
1890,"[1126899, 907099, 1092303, 1115576, 1000237]"
1891,"[1055425, 1082185, 965772, 6533936, 6602697]"
1892,"[1093413, 1013928, 846823, 986912, 1021116]"
1893,"[1025611, 1029743, 1106523, 5569230, 916122]"
1894,"[1065538, 1098284, 890695, 917033, 1016800]"
1895,"[917033, 1016800, 1042942, 5569471, 1051323]"
1896,"[1037840, 1075368, 7168026, 971922, 819978]"
1899,"[1122358, 879504, 998206, 839656, 909268]"
1900,"[1132771, 6391381, 1087102, 940947, 1115175]"
1901,"[1013928, 1136719, 1127758, 836445, 910673]"
1902,"[923670, 999714, 1016800, 949294, 1023720]"
1904,"[896862, 1034176, 1123842, 921504, 1137775]"
1905,"[917033, 854754, 1026118, 1005274, 1006878]"
1906,"[1034176, 8090532, 1051468, 1046756, 9677236]"
1907,"[1075368, 5568489, 819978, 5570383, 976199]"
1909,"[6463775, 998206, 859154, 1050851, 12302069]"
1911,"[1038663, 6533936, 948670, 910032, 1070820]"
1912,"[865026, 12302069, 5585510, 12301405, 5569471]"
1914,"[5574377, 892573, 999104, 1043787, 1075214]"
1916,"[885290, 5568489, 1050851, 965766, 6602697]"
1917,"[1019643, 896085, 961979, 6442594, 1125278]"
1918,"[934399, 949294, 917033, 1112238, 819978]"
1919,"[1098284, 892531, 1026118, 5590613, 1115175]"
1920,"[1019643, 1062128, 833724, 1062002, 907099]"
1921,"[1070702, 896613, 866871, 1000753, 8090536]"
1922,"[1002771, 5563693, 1112238, 961979, 1126899]"
1923,"[1055425, 965842, 1013167, 1019643, 1083446]"
1924,"[965772, 983584, 1067695, 1132771, 940947]"
1925,"[909714, 825994, 901062, 835300, 6034857]"
1926,"[1062002, 12262830, 976199, 1000753, 1026118]"
1927,"[5585510, 1025611, 1127758, 5587656, 910673]"
1928,"[983584, 6533936, 5570383, 948670, 1070820]"
1929,"[839656, 896085, 946839, 933835, 1024306]"
1930,"[1122358, 1075368, 1097001, 892531, 846417]"
1931,"[843464, 1019247, 823704, 1038985, 896862]"
1932,"[5570383, 1002850, 12262778, 1082185, 838186]"
1933,"[1093413, 5590613, 1106523, 1018740, 971922]"
1935,"[999104, 1126899, 1048257, 986912, 970747]"
1936,"[926905, 1138443, 971922, 1042942, 893018]"
1937,"[999104, 833724, 1070820, 919423, 986912]"
1938,"[6533936, 1043787, 1075368, 8177622, 934639]"
1939,"[926905, 1016800, 896085, 1042942, 845307]"
1940,"[8203834, 1127758, 1026118, 1024306, 965267]"
1941,"[998206, 1037840, 8090521, 12302069, 1119761]"
1942,"[5585510, 839656, 6391381, 1021324, 5569230]"
1943,"[1044188, 926905, 1037840, 983584, 1093413]"
1944,"[880427, 1070820, 833724, 887102, 1121384]"
1945,"[1006878, 832678, 1115175, 839419, 5569374]"
1946,"[10344585, 1002771, 8090509, 1070820, 1043494]"
1947,"[845307, 1126899, 919423, 1040807, 901776]"
1948,"[916993, 1062128, 5592931, 976199, 909714]"
1949,"[944534, 1093413, 907099, 5592931, 1013928]"
1950,"[921504, 5592931, 1059902, 9835223, 846823]"
1951,"[8273833, 5592931, 7139529, 1127831, 1135476]"
1952,"[895166, 834117, 1008547, 999779, 944534]"
1953,"[944137, 1046756, 986912, 8203834, 5585510]"
1954,"[1019247, 1026118, 1038985, 1122358, 1068292]"
1955,"[1082185, 1050851, 982790, 850102, 10149640]"
1956,"[8090536, 5569374, 1126899, 933835, 8177622]"
1957,"[8177622, 1040807, 9296919, 944139, 1108094]"
1958,"[1040807, 857503, 8177622, 1026118, 1055504]"
1959,"[896085, 5569471, 1040807, 819978, 1135834]"
1960,"[839656, 1002771, 944836, 831628, 8090537]"
1961,"[5587656, 1101010, 917033, 982790, 1037840]"
1962,"[833724, 6391381, 976199, 1056509, 1019643]"
1963,"[5569374, 1082990, 5569471, 999779, 1040807]"
1964,"[1002771, 910032, 880150, 1128240, 986912]"
1965,"[906838, 9881593, 1087102, 5570383, 8090521]"
1966,"[944836, 833724, 1075368, 1019643, 12171656]"
1967,"[1112238, 1070820, 916993, 946839, 854405]"
1968,"[1122358, 1082212, 1070845, 1112238, 1119405]"
1969,"[1013928, 5569845, 998206, 12648296, 944139]"
1970,"[910673, 1013928, 8090521, 1044188, 1127758]"
1971,"[1082212, 1042942, 8090539, 7442008, 998119]"
1972,"[1042942, 1101706, 824180, 5567702, 957232]"
1975,"[5574377, 1092588, 883003, 1065538, 965772]"
1976,"[1082990, 849202, 910473, 1013928, 986912]"
1977,"[1123022, 1026118, 1103105, 957951, 838186]"
1979,"[892531, 1026118, 9242918, 854852, 8090536]"
1980,"[8090541, 5568447, 8090539, 1075214, 1074333]"
1981,"[1126899, 1082212, 1038985, 1122358, 930118]"
1982,"[1082185, 1093413, 1121384, 901062, 8203834]"
1983,"[7168026, 885290, 971922, 827656, 1021324]"
1984,"[1029743, 1106523, 5569230, 916122, 844179]"
1985,"[1130375, 10344585, 8203834, 1112238, 910032]"
1986,"[5568378, 1051323, 5585510, 823721, 1068719]"
1987,"[949294, 1126899, 1029743, 1106523, 5569230]"
1988,"[949023, 946995, 1106523, 8090537, 850102]"
1989,"[1134810, 833724, 5570383, 1101706, 8090539]"
1990,"[856942, 1126899, 865705, 5570383, 944137]"
1993,"[1043787, 1018740, 5568729, 1016800, 871061]"
1994,"[1126899, 5568378, 944139, 9707240, 1124695]"
1995,"[823775, 1044188, 901062, 9677236, 982469]"
1996,"[823775, 1126899, 8090536, 1062128, 880427]"
1997,"[10344585, 1051468, 946995, 1126899, 8203834]"
1998,"[5569471, 5592931, 1082990, 1137346, 1106523]"
1999,"[841365, 986912, 857006, 957232, 5569327]"
2000,"[926905, 1016800, 1050851, 8090513, 8090509]"
2001,"[1083446, 1126899, 839656, 1138443, 883003]"
2002,"[1016800, 946839, 1131438, 960732, 1028995]"
2003,"[10344585, 5569471, 6602729, 1051211, 963835]"
2004,"[1055425, 934399, 8177622, 999104, 819978]"
2005,"[999104, 1068719, 846823, 1019247, 999198]"
2006,"[5574377, 5569471, 916993, 8177622, 5563693]"
2007,"[1092303, 1075214, 1106523, 1121384, 997796]"
2008,"[5570383, 1126899, 856942, 834117, 913210]"
2010,"[1074333, 948832, 999779, 825994, 5585510]"
2011,"[865174, 909268, 1074333, 946995, 1006184]"
2012,"[982469, 890695, 1044188, 1038663, 1070702]"
2014,"[856252, 934639, 934399, 5592931, 935317]"
2015,"[1044188, 940947, 907099, 865528, 1108094]"
2016,"[972143, 1083787, 999779, 846823, 895166]"
2017,"[983584, 1126899, 5574377, 1070820, 901062]"
2018,"[1082185, 880150, 1122358, 1106523, 993638]"
2019,"[1037840, 5568249, 1038663, 926905, 999779]"
2020,"[6602697, 1132771, 865174, 1093413, 953561]"
2021,"[1013928, 6534077, 896862, 883932, 1000753]"
2022,"[1082185, 1119405, 1062128, 1080853, 1098844]"
2023,"[5569374, 8090509, 10344585, 8090513, 5568489]"
2024,"[1126899, 12171656, 1043787, 856252, 9242918]"
2025,"[1097001, 6534480, 1067695, 991223, 940947]"
2026,"[944534, 917033, 1016800, 823704, 926905]"
2027,"[1059902, 1070702, 895166, 8090539, 1127758]"
2028,"[8090509, 12648296, 895295, 907631, 5569327]"
2029,"[825749, 1072523, 917033, 12946027, 850102]"
2030,"[1055425, 5569471, 944836, 8090513, 1087102]"
2031,"[910673, 895166, 871756, 9836106, 896613]"
2032,"[1038985, 1070820, 865174, 1043751, 878996]"
2033,"[9242918, 1112238, 1002771, 1127758, 1024306]"
2034,"[1126899, 996070, 897954, 1098844, 880427]"
2035,"[1038985, 866871, 871611, 907631, 1125278]"
2036,"[885290, 1126899, 944836, 1024306, 1019643]"
2037,"[1042942, 1018007, 1005274, 1070820, 964521]"
2038,"[1127716, 1097001, 1082212, 1108094, 12301405]"
2039,"[1051323, 1037840, 1082185, 1021116, 1124695]"
2040,"[1044188, 1051211, 926905, 1006878, 986912]"
2041,"[1074333, 917033, 1127716, 6395907, 965772]"
2042,"[880427, 839656, 1062002, 1126899, 1062128]"
2043,"[1040807, 865174, 931255, 998119, 12301100]"
2044,"[1058404, 1062128, 5981072, 1127716, 5592888]"
2047,"[1092303, 6533936, 8090537, 1082990, 1028891]"
2048,"[944534, 1075368, 957736, 9835509, 9881593]"
2049,"[1058404, 999104, 976199, 904129, 1062002]"
2050,"[993638, 1018740, 12731714, 857503, 819978]"
2053,"[8090536, 1013928, 944534, 1103105, 901776]"
2055,"[1134810, 944139, 1009187, 1080853, 1104343]"
2056,"[1106523, 8090521, 1102067, 1137346, 960732]"
2057,"[1043494, 913210, 1125278, 834117, 993638]"
2058,"[901776, 12731436, 5569471, 995478, 866355]"
2059,"[1031316, 1126899, 909268, 896085, 1037840]"
2060,"[986912, 6534077, 1002850, 993638, 6534035]"
2061,"[909268, 8090440, 1048507, 1076056, 1029743]"
2062,"[1127758, 832678, 896862, 854754, 1026118]"
2063,"[885290, 986912, 1051516, 998444, 1127758]"
2064,"[1075368, 1108094, 1128016, 1119405, 854754]"
2065,"[8090521, 1037840, 8090509, 982469, 8090537]"
2068,"[1070820, 12731714, 6534077, 880150, 6534480]"
2069,"[1000753, 986912, 982469, 1104349, 823704]"
2070,"[1016800, 926905, 5569374, 917033, 913210]"
2071,"[933835, 6534077, 885863, 1131344, 1098284]"
2074,"[8090513, 1043494, 907631, 8090521, 1106523]"
2075,"[982469, 949023, 12648296, 925862, 5569327]"
2076,"[880427, 854754, 1137775, 907099, 9296919]"
2077,"[6391381, 971922, 896613, 951412, 1058404]"
2078,"[982469, 916990, 1042438, 1082185, 1044188]"
2079,"[1026118, 1082185, 1072523, 1055504, 982469]"
2080,"[8090521, 919534, 906838, 856252, 965766]"
2082,"[12648296, 1135258, 865456, 1115175, 832678]"
2083,"[885290, 1070820, 933835, 948670, 925862]"
2084,"[1108094, 878715, 1102416, 907099, 6034857]"
2085,"[1101010, 983584, 1082990, 1038663, 865174]"
2086,"[5585510, 880150, 8090541, 948670, 986912]"
2087,"[916993, 1075368, 865705, 5570383, 948670]"
2088,"[1128016, 5569327, 1026118, 1050851, 902172]"
2089,"[1126899, 1029743, 1106523, 5569230, 916122]"
2090,"[871611, 835300, 6602697, 12301100, 843464]"
2093,"[8090537, 8090521, 1037840, 890695, 1075368]"
2094,"[5569374, 1070820, 916993, 6533936, 1092588]"
2095,"[1044188, 827656, 1068719, 1123022, 5569135]"
2097,"[5590613, 6463775, 5587656, 5574377, 832678]"
2099,"[1026118, 1101010, 8090440, 883932, 1024306]"
2100,"[944534, 1016800, 1101010, 895166, 947858]"
2101,"[1101010, 983584, 926905, 999104, 883003]"
2102,"[940947, 12731436, 12262778, 6391381, 882604]"
2107,"[1104349, 965842, 8090440, 859427, 1137775]"
2108,"[6533936, 10344585, 9935616, 1000753, 896085]"
2109,"[997796, 8065410, 893018, 933067, 1131344]"
2110,"[1026118, 854754, 944137, 1119405, 6034857]"
2111,"[1051323, 944836, 1127716, 8090532, 906838]"
2112,"[1082212, 5563693, 5585510, 1028891, 865705]"
2113,"[1101010, 946839, 1042544, 8090521, 8090509]"
2114,"[907099, 986912, 1002771, 885290, 1112238]"
2115,"[1070820, 948086, 5569471, 944534, 1000237]"
2116,"[854754, 823775, 916993, 1043494, 1070820]"
2117,"[6534077, 846823, 6533608, 1122358, 1097001]"
2119,"[1043494, 947201, 1027168, 1075214, 1115175]"
2120,"[1029743, 1106523, 5569230, 916122, 844179]"
2121,"[906844, 1034176, 843464, 944534, 6533362]"
2122,"[1082212, 949023, 841365, 926905, 12988031]"
2123,"[824180, 832678, 957232, 926905, 838186]"
2124,"[1062002, 6602697, 880427, 1126899, 944836]"
2125,"[883003, 1006878, 925862, 933067, 1121384]"
2126,"[8090532, 833724, 1043787, 1122358, 1055504]"
2127,"[983584, 5568378, 865174, 1126899, 6034857]"
2129,"[1050851, 5569471, 981086, 866355, 1059902]"
2130,"[1104349, 872137, 983584, 1101706, 1082185]"
2131,"[993638, 1068292, 832678, 1128016, 965766]"
2132,"[832678, 5578547, 903800, 1112238, 1057102]"
2133,"[1126899, 1019247, 5582712, 923670, 825365]"
2134,"[1051468, 1038985, 1019247, 1098844, 865705]"
2136,"[901062, 6602729, 951412, 12946027, 865528]"
2137,"[1127758, 910673, 5585510, 961979, 12302069]"
2138,"[1075368, 1083787, 1038663, 1138292, 1042544]"
2139,"[1040807, 885290, 12731714, 827656, 933835]"
2140,"[1023720, 872137, 854852, 896085, 1098248]"
2141,"[1070820, 1085983, 971922, 5569327, 933835]"
2142,"[6632283, 1002771, 5568729, 846417, 913210]"
2144,"[1019247, 1092303, 896862, 12302069, 957951]"
2145,"[1074333, 1022097, 1042942, 5569374, 896085]"
2146,"[882604, 823775, 1069003, 925862, 944836]"
2147,"[1005274, 880427, 907099, 9835509, 976199]"
2148,"[913210, 949965, 9707240, 1101706, 827656]"
2149,"[1082185, 849202, 910473, 946995, 982469]"
2153,"[944139, 1038985, 5592931, 926905, 1122358]"
2154,"[5569374, 6533362, 999270, 5578547, 1105488]"
2156,"[1122358, 913210, 8090537, 5582712, 12262830]"
2158,"[951412, 986912, 961979, 1043787, 907631]"
2159,"[1042942, 8090537, 999779, 839656, 1131344]"
2160,"[856942, 1070702, 12262978, 874972, 12262778]"
2161,"[1126899, 944836, 9296919, 1055425, 6602697]"
2162,"[6395907, 1002771, 1127716, 866355, 1042438]"
2165,"[1075368, 1105917, 1000753, 1081177, 1004906]"
2168,"[8090521, 1128240, 1089954, 1044078, 7442008]"
2170,"[1037840, 1013928, 1043751, 8090537, 5568489]"
2171,"[999104, 907099, 5568447, 1055425, 824180]"
2172,"[849202, 906844, 995965, 1104343, 1028995]"
2173,"[916990, 1062002, 913210, 1132771, 1087102]"
2174,"[1075368, 1019247, 8090536, 8090513, 8090532]"
2175,"[1048257, 890695, 823990, 6533362, 6534030]"
2179,"[871611, 1132771, 1019247, 895166, 880427]"
2181,"[901776, 1009187, 880427, 971922, 1126899]"
2182,"[946839, 839656, 835098, 885863, 1021324]"
2183,"[909268, 1098248, 1023720, 8020001, 5569374]"
2184,"[983584, 8090521, 1106523, 1056509, 8090536]"
2185,"[839656, 972665, 946839, 871061, 919534]"
2186,"[1075368, 8090521, 944534, 1137346, 946995]"
2187,"[1038663, 1013928, 999779, 926905, 1012587]"
2188,"[819978, 1101010, 913210, 933835, 1106523]"
2189,"[913210, 1062002, 834117, 1042942, 1082185]"
2190,"[819978, 883003, 1018740, 10344585, 993638]"
2192,"[1065538, 849202, 934639, 1072523, 1068292]"
2193,"[1070820, 1055425, 1108094, 1055504, 1005274]"
2194,"[1062128, 8090537, 845307, 885290, 1040807]"
2195,"[1126899, 1055504, 1062002, 1101706, 1000237]"
2196,"[999104, 5569374, 986912, 901062, 1098248]"
2197,"[879504, 1021324, 7168026, 839243, 5569230]"
2198,"[892573, 1013928, 910473, 865026, 6533936]"
2199,"[916993, 1055425, 1126899, 944836, 1058404]"
2200,"[1102416, 823704, 8090521, 9296919, 5568489]"
2203,"[838186, 913210, 951412, 9707240, 1065538]"
2204,"[865026, 1025611, 1059902, 1094308, 1044188]"
2206,"[902172, 999104, 964521, 1029743, 1137775]"
2207,"[986912, 1043494, 972143, 999104, 885290]"
2208,"[1028891, 832678, 824180, 1128016, 940947]"
2209,"[885290, 1062002, 946839, 854754, 839656]"
2210,"[1131438, 965766, 909268, 5585510, 1019247]"
2211,"[6533936, 1126899, 1070820, 1112238, 930118]"
2213,"[909268, 995965, 859427, 839656, 933835]"
2214,"[1082212, 8090532, 919534, 1104343, 1029743]"
2215,"[890695, 1128240, 1075368, 880150, 12946027]"
2216,"[1070820, 916993, 1072523, 1122358, 9677236]"
2217,"[1092588, 833724, 1055504, 1022254, 995478]"
2218,"[937292, 913210, 850102, 823990, 5569845]"
2220,"[8090536, 1000753, 880150, 854405, 874972]"
2221,"[1126899, 5569374, 1050851, 951412, 1000753]"
2222,"[1075368, 1034176, 917033, 1101010, 5569230]"
2223,"[825994, 6602697, 5568197, 890695, 1046587]"
2224,"[923670, 1038985, 999104, 12731436, 890695]"
2225,"[8177622, 944137, 866871, 1051468, 908318]"
2226,"[1056509, 896085, 1126899, 1112238, 1006878]"
2227,"[1102416, 917033, 1101010, 926905, 1016800]"
2229,"[880427, 965772, 1127716, 1034176, 5574377]"
2230,"[839656, 1082212, 946839, 1105917, 944836]"
2231,"[1126899, 944836, 1082212, 1119405, 1122358]"
2232,"[1102416, 916993, 1135834, 1106271, 995965]"
2233,"[1046756, 971922, 1055425, 887102, 951412]"
2234,"[854754, 999104, 901776, 1009187, 8065410]"
2235,"[976199, 937292, 5569845, 12731436, 972143]"
2236,"[5568729, 1000237, 1012587, 999104, 976199]"
2237,"[849202, 6533936, 5569374, 917033, 6533608]"
2238,"[1056509, 1127758, 1062002, 896085, 1043494]"
2240,"[982469, 1044188, 983584, 12301839, 910032]"
2241,"[8273833, 1021116, 1124695, 1122358, 993638]"
2242,"[1037840, 8090539, 5568489, 1083787, 5569845]"
2243,"[971922, 901776, 5570383, 839419, 909268]"
2244,"[1083787, 907631, 5590613, 5569327, 1131344]"
2245,"[1062002, 952972, 12301100, 931255, 832678]"
2247,"[1065538, 872137, 1042544, 832678, 1138292]"
2248,"[949965, 8090536, 999104, 893018, 8090513]"
2250,"[983584, 926905, 906838, 1094308, 957063]"
2251,"[8090532, 892314, 5568378, 839419, 854852]"
2252,"[1094308, 1104343, 1097001, 1056509, 965772]"
2255,"[1122358, 824758, 859154, 957951, 933067]"
2256,"[8090536, 6534030, 8090532, 1051211, 866355]"
2257,"[1104349, 1106523, 925862, 1068719, 1029743]"
2259,"[1029743, 1106523, 5569230, 916122, 844179]"
2260,"[934399, 1102416, 8090532, 1069003, 5563693]"
2261,"[1037840, 926905, 983584, 1122358, 1104349]"
2262,"[1019247, 1122358, 5587656, 893018, 1128016]"
2263,"[6602697, 6391381, 8273833, 1013167, 901776]"
2264,"[1126899, 5569374, 1055425, 854754, 8090440]"
2266,"[12946027, 6602697, 880427, 916993, 1092303]"
2267,"[1126899, 913210, 6514160, 949294, 6602729]"
2268,"[906844, 907099, 845307, 839656, 8090541]"
2269,"[12302069, 5568729, 823990, 12301839, 1132771]"
2270,"[910473, 1050851, 8203834, 6534077, 5591083]"
2272,"[1040807, 827656, 1104343, 963835, 856942]"
2273,"[880427, 934399, 1009187, 1082185, 925862]"
2274,"[1101010, 933835, 971922, 983584, 1072523]"
2275,"[907099, 946839, 10149640, 985999, 968072]"
2276,"[839656, 12946027, 946839, 983584, 1127758]"
2277,"[1097001, 1067695, 1075368, 5587656, 999779]"
2278,"[965842, 1057102, 951412, 901062, 832678]"
2279,"[8090537, 8090536, 1028891, 891961, 910673]"
2280,"[1082990, 982469, 1070820, 972665, 883003]"
2281,"[6534077, 1046756, 1126899, 6514160, 1013167]"
2282,"[833724, 1019643, 896085, 1070820, 1127179]"
2283,"[865174, 6534077, 5585510, 1074333, 1105488]"
2284,"[5569471, 872137, 1070820, 6514160, 1046756]"
2285,"[8090513, 857503, 6534030, 892314, 5568249]"
2286,"[1070820, 5563693, 964521, 957736, 1051516]"
2287,"[971922, 1082212, 5574377, 1132771, 965772]"
2288,"[865174, 986912, 1126899, 1122358, 1070702]"
2289,"[1130375, 10344585, 819978, 913210, 1108094]"
2290,"[1037840, 827656, 1075368, 892531, 865456]"
2291,"[986912, 1029743, 1106523, 5569230, 916122]"
2292,"[865456, 5585510, 998119, 1087102, 1014948]"
2294,"[1075368, 1082185, 5590613, 843464, 996070]"
2295,"[1038663, 983584, 976199, 1075214, 1056509]"
2296,"[913210, 890695, 856252, 933835, 1101010]"
2297,"[1127758, 857006, 835098, 946995, 993638]"
2298,"[871756, 856252, 910032, 944534, 1131438]"
2299,"[6602697, 999104, 8203834, 953561, 1062002]"
2300,"[10344585, 999104, 885290, 5568729, 8273833]"
2301,"[1138292, 8090513, 983584, 5568489, 12302069]"
2302,"[8090532, 916990, 8090541, 1102416, 823704]"
2303,"[1002771, 8177622, 10344585, 6533362, 8090509]"
2305,"[9835509, 983584, 1042942, 999104, 1075368]"
2307,"[999104, 1112238, 883003, 902094, 5568249]"
2308,"[1068292, 835300, 857006, 839656, 1002771]"
2309,"[1106523, 5569845, 995896, 1068719, 1029743]"
2310,"[12946027, 999779, 885290, 910673, 933067]"
2312,"[1005274, 1070820, 1092303, 6602729, 8090541]"
2313,"[1029743, 1106523, 5569230, 916122, 844179]"
2314,"[1048257, 951412, 916993, 1070845, 985999]"
2317,"[1038985, 944836, 971922, 933835, 819978]"
2319,"[1013928, 838186, 1037840, 1075368, 999858]"
2321,"[1108094, 1034176, 909714, 986912, 935317]"
2322,"[1044259, 1126899, 909714, 1082185, 5578547]"
2323,"[1119405, 1000237, 995478, 895295, 1099089]"
2324,"[5568489, 909714, 981086, 963835, 946995]"
2326,"[957232, 998206, 865528, 838186, 1119761]"
2328,"[1082990, 1048257, 944836, 908318, 1055425]"
2330,"[8090536, 1002771, 1044188, 1056509, 916993]"
2331,"[890695, 1103105, 1043787, 901776, 856252]"
2332,"[1029743, 1106523, 5569230, 916122, 844179]"
2333,"[6533936, 5585510, 866755, 1029743, 1106523]"
2334,"[1102416, 892573, 1075368, 12302069, 1050851]"
2335,"[12302069, 1019247, 5587656, 8291322, 1016800]"
2336,"[5568489, 5568378, 916990, 1122358, 1097001]"
2337,"[1015539, 1067695, 1097001, 963835, 832678]"
2338,"[1082990, 1101706, 839656, 890695, 986912]"
2339,"[1085983, 910673, 1083787, 1038663, 1101010]"
2341,"[1098284, 1044188, 5569471, 12301100, 8090521]"
2342,"[1016800, 901062, 12810391, 850102, 10344585]"
2343,"[6534480, 819978, 5569327, 7442008, 1072799]"
2344,"[8090537, 1056509, 862799, 1132771, 6534035]"
2345,"[1137346, 926905, 8090536, 1059902, 1037840]"
2346,"[916993, 1121384, 1101010, 862799, 901062]"
2347,"[1065538, 8090513, 8090521, 1138292, 1122358]"
2348,"[1050851, 1098844, 1029743, 1106523, 5569230]"
2349,"[12988031, 948086, 1070820, 965772, 9553288]"
2350,"[1097001, 965772, 12302069, 949965, 1132771]"
2351,"[1082990, 843464, 8203834, 896862, 9835509]"
2352,"[909714, 8273833, 910473, 1006184, 1059902]"
2353,"[1082185, 866211, 5563693, 5569230, 1056509]"
2354,"[944836, 1126899, 913210, 1055425, 9835509]"
2355,"[1121393, 12810393, 1029743, 1029743, 1106523]"
2357,"[849202, 9707240, 1029743, 1029743, 1106523]"
2358,"[961979, 1000753, 896613, 1115576, 1132771]"
2359,"[1044188, 965766, 1106523, 9836106, 1103105]"
2360,"[909714, 5568729, 883003, 933067, 9881593]"
2361,"[1126899, 8090509, 902172, 999104, 823704]"
2362,"[1074754, 946839, 1122358, 1121384, 957232]"
2363,"[944137, 6602697, 946839, 1070820, 833724]"
2364,"[1029743, 1106523, 5569230, 916122, 844179]"
2366,"[948670, 1083446, 8090509, 913210, 1085983]"
2367,"[949023, 1042438, 5585510, 982469, 1074333]"
2368,"[981086, 1013167, 997796, 1102416, 1056509]"
2369,"[1040807, 948086, 8090440, 1087102, 856942]"
2370,"[993638, 5569471, 946839, 5569374, 907099]"
2371,"[1026118, 1013928, 5568197, 1021324, 1072523]"
2372,"[1038985, 982469, 10344585, 8090532, 1037840]"
2373,"[1128016, 1029743, 1029743, 1106523, 5569230]"
2374,"[1070820, 1127716, 6534030, 1062128, 872137]"
2375,"[907099, 999104, 1085983, 989069, 835300]"
2376,"[919534, 7168026, 827656, 5569374, 9296919]"
2377,"[947201, 910032, 952972, 901062, 1004906]"
2378,"[5568489, 1128016, 934399, 12301109, 1100972]"
2379,"[1101706, 931255, 946839, 854405, 1069003]"
2380,"[1122358, 948670, 887474, 957232, 949965]"
2381,"[890695, 944534, 910673, 1072523, 854405]"
2383,"[5568489, 999779, 1037840, 859154, 1051323]"
2386,"[1009187, 1016800, 1037840, 839656, 850102]"
2387,"[917033, 885290, 1016800, 940947, 832678]"
2388,"[982469, 1044188, 890695, 856252, 960613]"
2389,"[12946027, 1127758, 1022254, 893018, 1055504]"
2392,"[895166, 1002850, 956486, 1068719, 5568378]"
